ticker,exchange,company,country,sector,mktcap_2022,revenue_2022,totReturn_20050101_20231231,mapped_exchange,family
0552.HK,HK,CHINA COMMUNICATIONS SERVI-H,China,Industrials,2530109163.018584,20930046635.69533,NA,HK,Non-Family
TRGP,US,TARGA RESOURCES CORP,United States,Energy,16614104064,20929800192,NA,NA,Non-Family
LT.NS,IN,LARSEN & TOUBRO LTD,India,Industrials,32716352040.214405,20895063740.367928,21.55052694565056,NS,Non-Family
LEA,US,LEAR CORP,United States,Consumer Discretionary,7326877696,20891500544,NA,NA,Non-Family
600998.SS,CH,JOINTOWN PHARMACEUTICAL-A,China,Health Care,3542060322.96408,20881956902.151455,NA,SS,Non-Family
JLL,US,JONES LANG LASALLE INC,United States,Real Estate,7571311616,20862099456,9.413572115264103,NA,Non-Family
GT,US,GOODYEAR TIRE & RUBBER CO,United States,Consumer Discretionary,2872450048,20804999168,0.49401758383009753,NA,Non-Family
MAR,US,MARRIOTT INTERNATIONAL -CL A,United States,Consumer Discretionary,46245232640,20772999168,12.415944839094962,NA,Family
ETN,US,EATON CORP PLC,United States,Industrials,62434709504,20751998976,13.653114397674981,NA,Non-Family
MMC,US,MARSH & MCLENNAN COS,United States,Financials,81877139456,20720001024,12.214839377396448,NA,Non-Family
MO,US,ALTRIA GROUP INC,United States,Consumer Staples,81616764928,20687998976,11.942322813728822,NA,Non-Family
NWG.L,LN,NATWEST GROUP PLC,United Kingdom,Financials,31397378749.6448,20627706484.20469,-13.030371050655853,L,Non-Family
CPNG,US,COUPANG INC,United States,Consumer Discretionary,26075054080,20582615040,NA,NA,Non-Family
SAF.PA,FP,SAFRAN SA,France,Industrials,53168773884.7232,20563193293.247036,14.93388177921091,PA,Non-Family
DGE.L,LN,DIAGEO PLC,United Kingdom,Consumer Staples,107391270912,20515999744,10.46662084174006,L,Non-Family
6326.T,JP,KUBOTA CORP,Japan,Industrials,16492784457.491796,20487082146.94826,9.825119326346133,T,Non-Family
BNR.DE,GR,BRENNTAG SE,Germany,Materials,9882760905.5232,20464500820.058376,NA,DE,Non-Family
VTBR.ME,RM,VTB BANK PJSC,Russia,Financials,2947476515.5819745,20454211968.46651,NA,ME,Non-Family
2618.HK,HK,JD LOGISTICS INC,China,Industrials,12786374176.789494,20432540337.161583,NA,HK,Non-Family
FME.DE,GR,FRESENIUS MEDICAL CARE AG,Germany,Health Care,9607391206.7072,20431550839.118595,5.138447481866715,DE,Non-Family
2333.HK,HK,GREAT WALL MOTOR CO LTD-H,China,Consumer Discretionary,29866277368.741486,20423317331.470512,21.12100344386123,HK,Family
CARR,US,CARRIER GLOBAL CORP,United States,Industrials,34429931520,20420999168,NA,NA,Non-Family
2914.T,JP,JAPAN TOBACCO INC,Japan,Consumer Staples,36049816372.85703,20340541041.213085,9.983024585940514,T,Non-Family
ASII.JK,IJ,ASTRA INTERNATIONAL TBK PT,Indonesia,Consumer Discretionary,14880779311.478945,20313447597.5368,13.78091371677035,JK,Non-Family
9101.T,JP,NIPPON YUSEN KK,Japan,Industrials,14953266526.094109,20311700189.206226,8.53921163110738,T,Non-Family
034220.KS,KS,LG DISPLAY CO LTD,South Korea,Technology,3546198441.1138177,20299092387.450104,-4.9301042186588155,KS,Non-Family
HAL,US,HALLIBURTON CO,United States,Energy,35493699584,20297000960,4.759490631913765,NA,Non-Family
DK,US,DELEK US HOLDINGS INC,United States,Energy,1807217792,20245800960,NA,NA,Non-Family
600919.SS,CH,BANK OF JIANGSU CO LTD-A,China,Financials,15607630292.52312,20191927212.201637,NA,SS,Non-Family
KMB,US,KIMBERLY-CLARK CORP,United States,Consumer Staples,45815623680,20174999552,7.1276480759004945,NA,Non-Family
BK,US,BANK OF NEW YORK MELLON CORP,United States,Financials,36800417792,20142999552,4.423648486389609,NA,Non-Family
600039.SS,CH,SICHUAN ROAD&BRIDGE GROUP-A,China,Industrials,10036364925.057259,20097825997.35387,15.26254378089229,SS,Non-Family
NDA.DE,GR,AURUBIS AG,Germany,Materials,2279868318.724999,20073606966.645454,12.520969742499076,DE,Non-Family
000878.SS,CH,YUNNAN COPPER CO LTD-A,China,Materials,3412668142.5216713,20062751531.648247,5.923406179823187,SS,Non-Family
9147.T,JP,NIPPON EXPRESS HOLDINGS INC,Japan,Industrials,5131261201.80139,20040748080.07562,5.0580729821237735,T,Non-Family
TXN,US,TEXAS INSTRUMENTS INC,United States,Technology,149689319424,20028000256,13.156285224923714,NA,Non-Family
BMA.BA,AR,BANCO MACRO SA-B,Argentina,Financials,2025454691.7852685,20023237422.8662,44.23364423407801,BA,Non-Family
CRFB3.SA,BZ,ATACADAO SA,Brazil,Consumer Staples,5880872479.667109,19967700628.544785,NA,SA,Non-Family
9987.T,JP,SUZUKEN CO LTD,Japan,Health Care,2626098846.1994076,19940664990.11793,5.073831132580708,T,Non-Family
ANZ.AX,AU,ANZ GROUP HOLDINGS LTD,Australia,Financials,43771769697.697754,19938341964.820255,7.017807091512007,AX,Non-Family
030200.KS,KS,KT CORP,South Korea,Communications,6889113936.6544075,19909616298.77569,3.263303709231913,KS,Non-Family
373220.KS,KS,LG ENERGY SOLUTION,South Korea,Consumer Discretionary,81121936771.17702,19869718533.8333,NA,KS,Non-Family
3402.T,JP,TORAY INDUSTRIES INC,Japan,Materials,8411807075.485356,19846365385.275776,3.917591197172876,T,Non-Family
BIMBOA.MX,MM,GRUPO BIMBO SAB- SERIES A,Mexico,Consumer Staples,18729354494.601593,19830612931.10867,15.096812267671833,MX,Family
MAN,US,MANPOWERGROUP INC,United States,Industrials,4207062272,19827499008,4.691374910432011,NA,Non-Family
YPFD.BA,AR,YPF S.A.-D,Argentina,Energy,6988494458.559387,19827014289.92656,33.398124488995194,BA,Non-Family
0316.HK,HK,ORIENT OVERSEAS INTL LTD,Hong Kong,Industrials,11934908416,19820187648,20.388028647709366,HK,Non-Family
FROTO.IS,TI,FORD OTOMOTIV SANAYI AS,Turkey,Consumer Discretionary,9835163640.755169,19729022096.506725,36.57364377318218,IS,Non-Family
WHR,US,WHIRLPOOL CORP,United States,Consumer Discretionary,7638839808,19723999232,5.952099597995453,NA,Non-Family
000877.SZ,SZ,TIANSHAN MATERIAL CO L-A,China,Materials,10699614590.786537,19715555496.382774,10.543677173336597,SZ,Non-Family
RXL.PA,FP,REXEL SA,France,Industrials,5992740679.5776,19698029256.88428,NA,PA,Non-Family
WM,US,WASTE MANAGEMENT INC,United States,Industrials,63989202944,19697999872,12.9737590957008,NA,Non-Family
JSWSTEEL.NS,IN,JSW STEEL LTD,India,Materials,23167660728.701633,19646579712.00275,20.655058944619654,NS,Family
AEP,US,AMERICAN ELECTRIC POWER,United States,Utilities,48791584768,19639500800,8.872908336628571,NA,Non-Family
0914.HK,HK,ANHUI CONCH CEMENT CO LTD-H,China,Materials,20422114743.281246,19632432715.993855,13.13470221266968,HK,Non-Family
1378.HK,HK,CHINA HONGQIAO GROUP LTD,China,Materials,8951217640.68072,19584530585.524395,NA,HK,Family
AGHOL.IS,TI,AG ANADOLU GRUBU HOLDING AS,Turkey,Consumer Staples,1436715605.7861354,19551097685.237473,25.074556010214778,IS,Family
PTTGC.BK,TB,PTT GLOBAL CHEMICAL PCL,Thailand,Materials,6147720842.61557,19550281725.074493,NA,BK,Non-Family
000898.SS,CH,ANGANG STEEL CO LTD-A,China,Materials,3478358159.626591,19491228511.045586,0.1116325946387553,SS,Non-Family
EVK.DE,GR,EVONIK INDUSTRIES AG,Germany,Materials,8951942992.486399,19473048297.01023,NA,DE,Non-Family
CFR.SW,SW,CIE FINANCIERE RICHEMO-A REG,Switzerland,Consumer Discretionary,72614394416.33281,19468196340.4912,11.956780020671577,SW,Family
KSS,US,KOHLS CORP,United States,Consumer Discretionary,7880960000,19433000960,-0.12527726131189576,NA,Non-Family
CTSH,US,COGNIZANT TECH SOLUTIONS-A,United States,Technology,29109710848,19427999744,11.41408893955016,NA,Non-Family
PDD,US,PDD HOLDINGS INC,Ireland,Consumer Discretionary,107612323576.37782,19414732748.350422,NA,NA,Non-Family
8078.T,JP,HANWA CO LTD,Japan,Materials,1083126211.5169463,19272184375.909718,7.849155521103435,T,Non-Family
MRNA,US,MODERNA INC,United States,Health Care,69153701888,19263000576,NA,NA,Non-Family
DTE,US,DTE ENERGY COMPANY,United States,Utilities,24167974912,19228000256,10.28448591621498,NA,Non-Family
2502.T,JP,ASAHI GROUP HOLDINGS LTD,Japan,Consumer Staples,15929975236.08885,19217655072.923836,9.569373342588804,T,Non-Family
KMI,US,KINDER MORGAN INC,United States,Energy,40638083072,19200000000,NA,NA,Non-Family
9531.T,JP,TOKYO GAS CO LTD,Japan,Utilities,8070674296.544915,19190350117.53984,4.435441912886651,T,Non-Family
601012.SS,CH,LONGI GREEN ENERGY TECHNOL-A,China,Energy,46422579403.35721,19182828547.929565,NA,SS,Non-Family
THC,US,TENET HEALTHCARE CORP,United States,Health Care,4988631040,19174000640,2.897019717149063,NA,Non-Family
3036.TW,TT,WT MICROELECTRONICS CO LTD,Taiwan,Technology,1756709487.796941,19171815276.6784,19.419414877617424,TW,Non-Family
DVN,US,DEVON ENERGY CORP,United States,Energy,40166031360,19168999424,3.073284782327468,NA,Non-Family
088350.KS,KS,HANWHA LIFE INSURANCE CO LTD,South Korea,Financials,1656836388.7344573,19165764713.24459,NA,KS,Non-Family
AFL,US,AFLAC INC,United States,Financials,44261515264,19139999744,10.255713003781185,NA,Non-Family
MOS,US,MOSAIC CO/THE,United States,Materials,14875063296,19125200896,5.588194173681638,NA,Non-Family
EXC,US,EXELON CORP,United States,Utilities,42970619904,19078000640,4.543746713031549,NA,Non-Family
9983.T,JP,FAST RETAILING CO LTD,Japan,Consumer Discretionary,60373760793.59815,19003326561.089115,15.983676186598196,T,Family
GIS,US,GENERAL MILLS INC,United States,Consumer Staples,41857122304,18992799744,8.546500470147045,NA,Non-Family
600519.SS,CH,KWEICHOW MOUTAI CO LTD-A,China,Consumer Staples,314477364019.3663,18968074192.194866,32.130974419678026,SS,Non-Family
1COV.DE,GR,COVESTRO AG,Germany,Materials,7436232775.731199,18925343036.093987,NA,DE,Non-Family
ROST,US,ROSS STORES INC,United States,Consumer Discretionary,33684224000,18916243456,17.993587663007272,NA,Non-Family
3900.HK,HK,GREENTOWN CHINA HOLDINGS,China,Real Estate,3653697489.9254923,18908459051.592052,NA,HK,Non-Family
GLP,US,GLOBAL PARTNERS LP,United States,Energy,1182025728,18877886464,NA,NA,Non-Family
BDX,US,BECTON DICKINSON AND CO,United States,Health Care,63140376576,18869999616,9.884333565134185,NA,Non-Family
LNC,US,LINCOLN NATIONAL CORP,United States,Financials,5198454272,18809999360,-0.4913186269641545,NA,Non-Family
WDC,US,WESTERN DIGITAL CORP,United States,Technology,13677299712,18793000960,9.892958088632975,NA,Non-Family
PHIA.AS,NA,KONINKLIJKE PHILIPS NV,Netherlands,Health Care,13221929859.584,18776829760.300735,3.556793767078137,AS,Non-Family
IVL.BK,TB,INDORAMA VENTURES PCL,Thailand,Materials,6602210184.798291,18758863141.43602,NA,BK,Family
9506.T,JP,TOHOKU ELECTRIC POWER CO INC,Japan,Utilities,2927376561.237249,18741400374.797832,-1.3272891065022274,T,Non-Family
BRKM5.SA,BZ,BRASKEM SA-PREF A,Brazil,Materials,3807192488.7459807,18731346205.915314,1.1754871569533698,SA,Non-Family
8801.T,JP,MITSUI FUDOSAN CO LTD,Japan,Real Estate,20486284037.64396,18709536059.037907,6.963323576516323,T,Non-Family
2768.T,JP,SOJITZ CORP,Japan,Materials,3830065683.711747,18708485510.126488,4.8834417829406895,T,Non-Family
SATS,US,ECHOSTAR CORP-A,United States,Communications,4528644608,18634246144,NA,NA,Non-Family
NAB.AX,AU,NATIONAL AUSTRALIA BANK LTD,Australia,Financials,58306793203.00734,18601710126.13972,6.658734234389518,AX,Non-Family
BCE.TO,CN,BCE INC,Canada,Communications,40045011725.055435,18585971926.133873,8.574655435313371,TO,Non-Family
002714.SZ,SZ,MUYUAN FOODS CO LTD-A,China,Consumer Staples,38670721577.13159,18562441017.449715,NA,SZ,Family
5406.T,JP,KOBE STEEL LTD,Japan,Materials,1918210847.2523856,18546670628.577103,2.7842958742382073,T,Non-Family
BBAR.BA,AR,BANCO BBVA ARGENTINA SA,Argentina,Financials,1574554817.1825688,18537288776.21553,38.64400595023862,BA,Non-Family
1812.T,JP,KAJIMA CORP,Japan,Industrials,6040021712.405396,18520960194.884964,7.846083531717407,T,Non-Family
HO.PA,FP,THALES SA,France,Industrials,27270173918.4128,18504873236.765434,9.6702627403082,PA,Non-Family
WBC.AX,AU,WESTPAC BANKING CORP,Australia,Financials,46398476206.21979,18504811741.41958,6.667674075853691,AX,Non-Family
4063.T,JP,SHIN-ETSU CHEMICAL CO LTD,Japan,Materials,64216908471.47088,18474054353.266647,12.752942548535607,T,Non-Family
SYK,US,STRYKER CORP,United States,Health Care,92620455936,18449000448,11.289614184986462,NA,Non-Family
THYAO.IS,TI,TURK HAVA YOLLARI AO,Turkey,Industrials,10390354944,18425999360,33.60613118217826,IS,Non-Family
2454.TW,TT,MEDIATEK INC,Taiwan,Technology,32371486939.92841,18419940091.363026,15.076447316462138,TW,Non-Family
BIDU,US,BAIDU INC - SPON ADR,China,Communications,39523050098.280815,18391248339.23542,NA,NA,Family
VEA.AX,AU,VIVA ENERGY GROUP LTD,Australia,Energy,2884789290.936602,18361161651.90095,NA,AX,Non-Family
GEHC,US,GE HEALTHCARE TECHNOLOGY,United States,Health Care,26545969152,18340999168,NA,NA,Non-Family
600887.SS,CH,INNER MONGOLIA YILI INDUS-A,China,Consumer Staples,28756515847.27336,18316307002.01401,21.146780965625588,SS,Non-Family
000063.SS,CH,ZTE CORP-A,China,Technology,16587278828.747864,18284092874.09238,8.209670485145427,SS,Non-Family
CCEP,US,COCA-COLA EUROPACIFIC PARTNE,United Kingdom,Consumer Staples,25287130398.3104,18242815728.78055,12.673972446617366,NA,Non-Family
BNTX,US,BIONTECH SE-ADR,Germany,Health Care,36202106774.9376,18232914556.1119,NA,NA,Non-Family
2356.TW,TT,INVENTEC CORP,Taiwan,Technology,3064471783.924504,18183473560.5506,14.638630587875202,TW,Non-Family
7211.T,JP,MITSUBISHI MOTORS CORP,Japan,Consumer Discretionary,4051324622.0467257,18157735243.31479,-4.108698078554884,T,Non-Family
KGF.L,LN,KINGFISHER PLC,United Kingdom,Consumer Discretionary,9191614549.708801,18127407282.44081,2.287494784053612,L,Non-Family
000630.SS,CH,TONGLING NONFERROUS METALS-A,China,Materials,4760789836.778477,18119575941.64312,7.2885374811827885,SS,Non-Family
ALFAA.MX,MM,ALFA S.A.B.-A,Mexico,Materials,3009764708.1270995,18097660478.923153,8.910164539536968,MX,Family
200625.SS,CH,CHONGQING CHANGAN AUTOMOBI-B,China,Consumer Discretionary,15549664286.66686,18031061400.167336,12.923951705180436,SS,Non-Family
2357.TW,TT,ASUSTEK COMPUTER INC,Taiwan,Technology,6489786106.0852585,18030456941.95012,9.869391193923382,TW,Non-Family
ALO.PA,FP,ALSTOM,France,Industrials,8801371635.916801,17983786258.54658,2.6485811831934436,PA,Non-Family
CL,US,COLGATE-PALMOLIVE CO,United States,Consumer Staples,65806528512,17966999552,8.663234745965465,NA,Non-Family
SOL,SJ,SASOL LTD,South Africa,Materials,14379733304.481466,17941800214.40018,5.693765410426188,NA,Non-Family
STR.VI,AV,STRABAG SE-BR,Austria,Industrials,4296889060.2752,17932990994.74457,NA,VI,Non-Family
TUI1.DE,GR,TUI AG,Germany,Consumer Discretionary,2161925168.9101033,17932313589.456,-7.999405043963559,DE,Non-Family
600383.SS,CH,GEMDALE CORP-A,China,Real Estate,6694719211.434204,17875698035.90757,10.460450773784924,SS,Non-Family
BLK,US,BLACKROCK INC,United States,Financials,106121945088,17873000448,15.871327048097106,NA,Non-Family
RKT.L,LN,RECKITT BENCKISER GROUP PLC,United Kingdom,Consumer Staples,49825684155.5968,17869350347.7689,9.750323798519855,L,Non-Family
8035.T,JP,TOKYO ELECTRON LTD,Japan,Technology,81039190984.40276,17845112898.25456,16.446797618639543,T,Non-Family
WPP.L,LN,WPP PLC,United Kingdom,Communications,11326131340.288,17839305725.29545,4.619717498465348,L,Non-Family
601169.SS,CH,BANK OF BEIJING CO LTD -A,China,Financials,13209384471.0521,17825123170.728535,NA,SS,Non-Family
TECO2.BA,AR,TELECOM ARGENTINA S.A.-B,Argentina,Communications,4456124265.856729,17820052512.652077,36.253494773085926,BA,Non-Family
CVH.BA,AR,CABLEVISION HOLDING SA-B,Argentina,Communications,1096809150.0059276,17820052512.652077,NA,BA,Non-Family
EL,US,ESTEE LAUDER COMPANIES-CL A,United States,Consumer Staples,90931339264,17737000960,11.54740208890599,NA,Family
FI,US,FISERV INC,United States,Financials,63674101760,17737000960,14.552810039480569,NA,Non-Family
1605.T,JP,INPEX CORP,Japan,Energy,13916250699.152737,17725140210.489056,NA,T,Non-Family
601061.SS,CH,CITIC METAL CO LTD-A,China,Consumer Discretionary,NA,17722029190.32649,NA,SS,Non-Family
PPG,US,PPG INDUSTRIES INC,United States,Materials,29558196224,17652000768,10.546132025445232,NA,Non-Family
9020.T,JP,EAST JAPAN RAILWAY CO,Japan,Industrials,22064556536.755512,17623915155.8489,3.4237407032133182,T,Non-Family
NTPC.NS,IN,NTPC LTD,India,Utilities,17244057752.561813,17618868322.92705,11.354285704971412,NS,Non-Family
1216.TW,TT,UNI-PRESIDENT ENTERPRISES CO,Taiwan,Consumer Staples,12314422332.3137,17615592921.049698,14.889678267249295,TW,Non-Family
VEDL.NS,IN,VEDANTA LTD,India,Materials,19765522095.975533,17609185092.44967,19.96717719754939,NS,Non-Family
ADBE,US,ADOBE INC,United States,Technology,157786865664,17606000640,16.76676672047226,NA,Non-Family
000959.SS,CH,BEIJING SHOUGANG CO LTD-A,China,Materials,4237994092.714464,17568483383.12538,0.9882447703832842,SS,Non-Family
CPF.BK,TB,CHAROEN POKPHAND FOODS PUB,Thailand,Consumer Staples,5342298361.632134,17556340524.715317,12.996988644730866,BK,Family
PFG,US,PRINCIPAL FINANCIAL GROUP,United States,Financials,20434520064,17536100352,6.491010651472284,NA,Non-Family
SQ,US,BLOCK INC,United States,Financials,37707743232,17531586560,NA,NA,Non-Family
SYF,US,SYNCHRONY FINANCIAL,United States,Financials,14399802368,17525999616,NA,NA,Non-Family
MOH.AT,GA,MOTOR OIL (HELLAS) SA,Greece,Energy,2543622916.3519998,17497298412.07775,10.802084577296522,AT,Family
601727.SS,CH,SHANGHAI ELECTRIC GRP CO L-A,China,Industrials,7887582876.525672,17491295681.818077,NA,SS,Non-Family
APTV,US,APTIV PLC,Ireland,Consumer Discretionary,25233534976,17489000448,NA,NA,Non-Family
LUMN,US,LUMEN TECHNOLOGIES INC,United States,Communications,5228811264,17478000640,-8.78868095267662,NA,Non-Family
PPC,US,PILGRIM'S PRIDE CORP,United States,Consumer Staples,5627971072,17468377088,1.3939179251532652,NA,Non-Family
CTVA,US,CORTEVA INC,United States,Materials,41934770176,17454999552,NA,NA,Non-Family
7451.T,JP,MITSUBISHI SHOKUHIN CO LTD,Japan,Consumer Staples,1078034919.9078643,17415827096.58119,3.8062472695975735,T,Non-Family
FMG.AX,AU,FORTESCUE LTD,Australia,Materials,37277630464,17390000128,34.35626928744811,AX,Non-Family
IDS.L,LN,INTERNATIONAL DISTRIBUTION S,United Kingdom,Industrials,4543371985.152,17381977404.52312,NA,L,Non-Family
0991.HK,HK,DATANG INTL POWER GEN CO-H,China,Utilities,6008067139.419593,17373063107.871857,-0.5608792223090964,HK,Non-Family
SCR.PA,FP,SCOR SE,France,Financials,4122006021.8111997,17349635040.866512,8.626705214715603,PA,Non-Family
VOE.VI,AV,VOESTALPINE AG,Austria,Materials,5345543733.9648,17347014160.216095,7.210726912403143,VI,Non-Family
1030.HK,HK,SEAZEN GROUP LTD,China,Real Estate,2617377605.8910503,17330322498.352478,NA,HK,Non-Family
ANDE,US,ANDERSONS INC/THE,United States,Consumer Staples,1176293760,17325383680,12.323173905182582,NA,Non-Family
011170.KS,KS,LOTTE CHEMICAL CORP,South Korea,Materials,4829802557.233605,17290763471.031147,8.185298777761796,KS,Non-Family
